layer,episode,type,weight_mean,weight_std,grad_mean,grad_std
bn1.weight,6,actor,0.4838082492351532,0.28290632367134094,0.0,0.0
fc3.weight,6,actor,-3.912040119757876e-05,0.0017167101614177227,0.0,0.0
fc3.weight,6,critic,-0.00011902218102477491,0.0017237631836906075,0.0,0.0
bn1.bias,6,actor,0.0,0.0,0.0,0.0
fc2.bias,6,critic,0.0004919597413390875,0.04347533360123634,0.0,0.0
fc1.bias,6,actor,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc1.bias,6,critic,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc3.bias,6,actor,-0.02703293412923813,0.04241391271352768,0.0,0.0
fc3.bias,6,critic,0.047853611409664154,0.0,0.0,0.0
fc1.weight,6,critic,-0.0006668309215456247,0.045465052127838135,0.0,0.0
fc2.bias,6,actor,0.0012609398690983653,0.045639198273420334,0.0,0.0
fc2.weight,6,actor,0.000190975348232314,0.045099832117557526,0.0,0.0
fc2.weight,6,critic,0.00025334703968837857,0.05090314522385597,0.0,0.0
bn1.bias,7,critic,0.0,0.0,0.0,0.0
fc2.weight,7,actor,0.000190975348232314,0.045099832117557526,0.0,0.0
fc1.bias,7,actor,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc1.bias,7,critic,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc2.weight,7,critic,0.00025334703968837857,0.05090314522385597,0.0,0.0
fc1.weight,7,critic,-0.0006668309215456247,0.045465052127838135,0.0,0.0
fc1.weight,7,actor,0.0009900000877678394,0.044493358582258224,0.0,0.0
bn1.weight,7,critic,0.4838082492351532,0.28290632367134094,0.0,0.0
bn1.weight,7,actor,0.4838082492351532,0.28290632367134094,0.0,0.0
fc3.weight,7,actor,-3.912040119757876e-05,0.0017167101614177227,0.0,0.0
fc2.bias,7,actor,0.0012609398690983653,0.045639198273420334,0.0,0.0
fc2.bias,7,critic,0.0004919597413390875,0.04347533360123634,0.0,0.0
fc3.bias,7,actor,-0.02703293412923813,0.04241391271352768,0.0,0.0
fc3.bias,7,critic,0.047853611409664154,0.0,0.0,0.0
bn1.bias,7,actor,0.0,0.0,0.0,0.0
fc3.weight,7,critic,-0.00011902218102477491,0.0017237631836906075,0.0,0.0
fc3.bias,8,actor,-0.02703293412923813,0.04241391271352768,0.0,0.0
fc2.weight,8,critic,0.00025334703968837857,0.05090314522385597,0.0,0.0
bn1.bias,8,actor,0.0,0.0,0.0,0.0
fc2.weight,8,actor,0.000190975348232314,0.045099832117557526,0.0,0.0
fc3.bias,8,critic,0.047853611409664154,0.0,0.0,0.0
bn1.bias,8,critic,0.0,0.0,0.0,0.0
bn1.weight,8,critic,0.4838082492351532,0.28290632367134094,0.0,0.0
fc3.weight,8,critic,-0.00011902218102477491,0.0017237631836906075,0.0,0.0
fc3.weight,8,actor,-3.912040119757876e-05,0.0017167101614177227,0.0,0.0
bn1.weight,8,actor,0.4838082492351532,0.28290632367134094,0.0,0.0
fc2.bias,8,actor,0.0012609398690983653,0.045639198273420334,0.0,0.0
fc1.weight,8,actor,0.0009900000877678394,0.044493358582258224,0.0,0.0
fc2.bias,8,critic,0.0004919597413390875,0.04347533360123634,0.0,0.0
fc1.bias,8,actor,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc1.weight,8,critic,-0.0006668309215456247,0.045465052127838135,0.0,0.0
fc1.bias,8,critic,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc1.weight,9,actor,0.0009900000877678394,0.044493358582258224,0.0,0.0
bn1.bias,9,critic,0.0,0.0,0.0,0.0
bn1.bias,9,actor,0.0,0.0,0.0,0.0
fc1.weight,9,critic,-0.0006668309215456247,0.045465052127838135,0.0,0.0
fc2.bias,9,actor,0.0012609398690983653,0.045639198273420334,0.0,0.0
fc2.bias,9,critic,0.0004919597413390875,0.04347533360123634,0.0,0.0
fc3.bias,9,actor,-0.02703293412923813,0.04241391271352768,0.0,0.0
fc2.weight,9,critic,0.00025334703968837857,0.05090314522385597,0.0,0.0
fc1.bias,9,actor,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc1.bias,9,critic,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc3.weight,9,critic,-0.00011902218102477491,0.0017237631836906075,0.0,0.0
fc3.weight,9,actor,-3.912040119757876e-05,0.0017167101614177227,0.0,0.0
fc3.bias,9,critic,0.047853611409664154,0.0,0.0,0.0
bn1.weight,9,critic,0.4838082492351532,0.28290632367134094,0.0,0.0
bn1.weight,9,actor,0.4838082492351532,0.28290632367134094,0.0,0.0
fc2.weight,9,actor,0.000190975348232314,0.045099832117557526,0.0,0.0
fc3.weight,10,critic,-0.00011902218102477491,0.0017237631836906075,0.0,0.0
fc3.weight,10,actor,-3.912040119757876e-05,0.0017167101614177227,0.0,0.0
bn1.bias,10,actor,0.0,0.0,0.0,0.0
fc3.bias,10,actor,-0.02703293412923813,0.04241391271352768,0.0,0.0
bn1.bias,10,critic,0.0,0.0,0.0,0.0
fc1.bias,10,actor,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc3.bias,10,critic,0.047853611409664154,0.0,0.0,0.0
fc1.bias,10,critic,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc1.weight,10,actor,0.0009900000877678394,0.044493358582258224,0.0,0.0
fc1.weight,10,critic,-0.0006668309215456247,0.045465052127838135,0.0,0.0
bn1.weight,10,critic,0.4838082492351532,0.28290632367134094,0.0,0.0
fc2.bias,10,actor,0.0012609398690983653,0.045639198273420334,0.0,0.0
fc2.bias,10,critic,0.0004919597413390875,0.04347533360123634,0.0,0.0
fc2.weight,10,actor,0.000190975348232314,0.045099832117557526,0.0,0.0
fc2.weight,10,critic,0.00025334703968837857,0.05090314522385597,0.0,0.0
bn1.weight,10,actor,0.4838082492351532,0.28290632367134094,0.0,0.0
bn1.bias,11,actor,0.0,0.0,0.0,0.0
fc1.bias,11,actor,-0.0006118814926594496,0.11791778355836868,0.0,0.0
bn1.weight,11,actor,0.4838082492351532,0.28290632367134094,0.0,0.0
bn1.weight,11,critic,0.4838082492351532,0.28290632367134094,0.0,0.0
fc2.bias,11,critic,0.0004919597413390875,0.04347533360123634,0.0,0.0
fc3.weight,11,actor,-3.912040119757876e-05,0.0017167101614177227,0.0,0.0
fc3.weight,11,critic,-0.00011902218102477491,0.0017237631836906075,0.0,0.0
fc2.bias,11,actor,0.0012609398690983653,0.045639198273420334,0.0,0.0
fc1.weight,11,critic,-0.0006668309215456247,0.045465052127838135,0.0,0.0
fc1.weight,11,actor,0.0009900000877678394,0.044493358582258224,0.0,0.0
bn1.bias,11,critic,0.0,0.0,0.0,0.0
fc1.bias,11,critic,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc2.weight,11,critic,0.00025334703968837857,0.05090314522385597,0.0,0.0
fc3.bias,11,critic,0.047853611409664154,0.0,0.0,0.0
fc2.weight,11,actor,0.000190975348232314,0.045099832117557526,0.0,0.0
fc3.bias,11,actor,-0.02703293412923813,0.04241391271352768,0.0,0.0
fc2.bias,12,critic,0.0004919597413390875,0.04347533360123634,0.0,0.0
fc2.bias,12,actor,0.0012609398690983653,0.045639198273420334,0.0,0.0
bn1.weight,12,critic,0.4838082492351532,0.28290632367134094,0.0,0.0
fc2.weight,12,critic,0.00025334703968837857,0.05090314522385597,0.0,0.0
bn1.weight,12,actor,0.4838082492351532,0.28290632367134094,0.0,0.0
fc2.weight,12,actor,0.000190975348232314,0.045099832117557526,0.0,0.0
fc3.weight,12,actor,-3.912040119757876e-05,0.0017167101614177227,0.0,0.0
fc1.bias,12,critic,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc3.bias,12,actor,-0.02703293412923813,0.04241391271352768,0.0,0.0
fc1.weight,12,critic,-0.0006668309215456247,0.045465052127838135,0.0,0.0
fc1.weight,12,actor,0.0009900000877678394,0.044493358582258224,0.0,0.0
bn1.bias,12,actor,0.0,0.0,0.0,0.0
bn1.bias,12,critic,0.0,0.0,0.0,0.0
fc3.bias,12,critic,0.047853611409664154,0.0,0.0,0.0
fc3.weight,12,critic,-0.00011902218102477491,0.0017237631836906075,0.0,0.0
fc1.bias,12,actor,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc3.weight,13,actor,-3.912040119757876e-05,0.0017167101614177227,0.0,0.0
fc2.bias,13,critic,0.0004919597413390875,0.04347533360123634,0.0,0.0
fc3.weight,13,critic,-0.00011902218102477491,0.0017237631836906075,0.0,0.0
fc1.weight,13,critic,-0.0006668309215456247,0.045465052127838135,0.0,0.0
fc2.weight,13,critic,0.00025334703968837857,0.05090314522385597,0.0,0.0
fc1.weight,13,actor,0.0009900000877678394,0.044493358582258224,0.0,0.0
fc2.weight,13,actor,0.000190975348232314,0.045099832117557526,0.0,0.0
bn1.bias,13,actor,0.0,0.0,0.0,0.0
fc2.bias,13,actor,0.0012609398690983653,0.045639198273420334,0.0,0.0
bn1.bias,13,critic,0.0,0.0,0.0,0.0
fc3.bias,13,actor,-0.02703293412923813,0.04241391271352768,0.0,0.0
fc3.bias,13,critic,0.047853611409664154,0.0,0.0,0.0
bn1.weight,13,critic,0.4838082492351532,0.28290632367134094,0.0,0.0
bn1.weight,13,actor,0.4838082492351532,0.28290632367134094,0.0,0.0
fc1.bias,13,critic,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc1.bias,13,actor,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc2.bias,14,critic,0.0004919597413390875,0.04347533360123634,0.0,0.0
fc1.bias,14,critic,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc2.weight,14,critic,0.00025334703968837857,0.05090314522385597,0.0,0.0
fc3.bias,14,critic,0.047853611409664154,0.0,0.0,0.0
fc3.weight,14,critic,-0.00011902218102477491,0.0017237631836906075,0.0,0.0
fc3.weight,14,actor,-3.912040119757876e-05,0.0017167101614177227,0.0,0.0
fc1.bias,14,actor,-0.0006118814926594496,0.11791778355836868,0.0,0.0
bn1.bias,14,critic,0.0,0.0,0.0,0.0
fc2.weight,14,actor,0.000190975348232314,0.045099832117557526,0.0,0.0
bn1.bias,14,actor,0.0,0.0,0.0,0.0
fc3.bias,14,actor,-0.02703293412923813,0.04241391271352768,0.0,0.0
bn1.weight,14,actor,0.4838082492351532,0.28290632367134094,0.0,0.0
bn1.weight,14,critic,0.4838082492351532,0.28290632367134094,0.0,0.0
fc2.bias,14,actor,0.0012609398690983653,0.045639198273420334,0.0,0.0
fc1.weight,14,actor,0.0009900000877678394,0.044493358582258224,0.0,0.0
fc1.weight,14,critic,-0.0006668309215456247,0.045465052127838135,0.0,0.0
fc3.bias,15,actor,-0.02703293412923813,0.04241391271352768,0.0,0.0
fc3.bias,15,critic,0.047853611409664154,0.0,0.0,0.0
fc2.bias,15,critic,0.0004919597413390875,0.04347533360123634,0.0,0.0
fc1.weight,15,critic,-0.0006668309215456247,0.045465052127838135,0.0,0.0
fc1.bias,15,critic,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc2.weight,15,critic,0.00025334703968837857,0.05090314522385597,0.0,0.0
fc3.weight,15,critic,-0.00011902218102477491,0.0017237631836906075,0.0,0.0
bn1.weight,15,critic,0.4838082492351532,0.28290632367134094,0.0,0.0
fc1.bias,15,actor,-0.0006118814926594496,0.11791778355836868,0.0,0.0
bn1.weight,15,actor,0.4838082492351532,0.28290632367134094,0.0,0.0
fc2.bias,15,actor,0.0012609398690983653,0.045639198273420334,0.0,0.0
fc1.weight,15,actor,0.0009900000877678394,0.044493358582258224,0.0,0.0
fc3.weight,15,actor,-3.912040119757876e-05,0.0017167101614177227,0.0,0.0
fc2.weight,15,actor,0.000190975348232314,0.045099832117557526,0.0,0.0
bn1.bias,15,actor,0.0,0.0,0.0,0.0
bn1.bias,15,critic,0.0,0.0,0.0,0.0
fc1.weight,16,critic,-0.0006668309215456247,0.045465052127838135,0.0,0.0
fc3.bias,16,critic,0.047853611409664154,0.0,0.0,0.0
fc3.bias,16,actor,-0.02703293412923813,0.04241391271352768,0.0,0.0
fc2.weight,16,actor,0.000190975348232314,0.045099832117557526,0.0,0.0
fc2.weight,16,critic,0.00025334703968837857,0.05090314522385597,0.0,0.0
fc1.bias,16,actor,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc1.bias,16,critic,-0.0006118814926594496,0.11791778355836868,0.0,0.0
bn1.weight,16,critic,0.4838082492351532,0.28290632367134094,0.0,0.0
fc1.weight,16,actor,0.0009900000877678394,0.044493358582258224,0.0,0.0
bn1.bias,16,critic,0.0,0.0,0.0,0.0
bn1.bias,16,actor,0.0,0.0,0.0,0.0
fc3.weight,16,actor,-3.912040119757876e-05,0.0017167101614177227,0.0,0.0
fc3.weight,16,critic,-0.00011902218102477491,0.0017237631836906075,0.0,0.0
bn1.weight,16,actor,0.4838082492351532,0.28290632367134094,0.0,0.0
fc2.bias,16,critic,0.0004919597413390875,0.04347533360123634,0.0,0.0
fc2.bias,16,actor,0.0012609398690983653,0.045639198273420334,0.0,0.0
fc3.weight,17,actor,-3.912040119757876e-05,0.0017167101614177227,0.0,0.0
bn1.weight,17,actor,0.4838082492351532,0.28290632367134094,0.0,0.0
fc3.bias,17,critic,0.047853611409664154,0.0,0.0,0.0
fc3.bias,17,actor,-0.02703293412923813,0.04241391271352768,0.0,0.0
fc2.bias,17,critic,0.0004919597413390875,0.04347533360123634,0.0,0.0
fc2.weight,17,actor,0.000190975348232314,0.045099832117557526,0.0,0.0
fc2.bias,17,actor,0.0012609398690983653,0.045639198273420334,0.0,0.0
fc1.bias,17,actor,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc1.bias,17,critic,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc2.weight,17,critic,0.00025334703968837857,0.05090314522385597,0.0,0.0
fc3.weight,17,critic,-0.00011902218102477491,0.0017237631836906075,0.0,0.0
fc1.weight,17,critic,-0.0006668309215456247,0.045465052127838135,0.0,0.0
fc1.weight,17,actor,0.0009900000877678394,0.044493358582258224,0.0,0.0
bn1.weight,17,critic,0.4838082492351532,0.28290632367134094,0.0,0.0
bn1.bias,17,actor,0.0,0.0,0.0,0.0
bn1.bias,17,critic,0.0,0.0,0.0,0.0
fc2.weight,18,actor,0.000190975348232314,0.045099832117557526,0.0,0.0
fc2.bias,18,critic,0.0004919597413390875,0.04347533360123634,0.0,0.0
fc1.weight,18,actor,0.0009900000877678394,0.044493358582258224,0.0,0.0
fc1.bias,18,actor,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc1.bias,18,critic,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc3.weight,18,critic,-0.00011902218102477491,0.0017237631836906075,0.0,0.0
fc3.bias,18,actor,-0.02703293412923813,0.04241391271352768,0.0,0.0
bn1.bias,18,actor,0.0,0.0,0.0,0.0
fc2.bias,18,actor,0.0012609398690983653,0.045639198273420334,0.0,0.0
fc2.weight,18,critic,0.00025334703968837857,0.05090314522385597,0.0,0.0
bn1.bias,18,critic,0.0,0.0,0.0,0.0
bn1.weight,18,critic,0.4838082492351532,0.28290632367134094,0.0,0.0
bn1.weight,18,actor,0.4838082492351532,0.28290632367134094,0.0,0.0
fc3.weight,18,actor,-3.912040119757876e-05,0.0017167101614177227,0.0,0.0
fc3.bias,18,critic,0.047853611409664154,0.0,0.0,0.0
fc1.weight,18,critic,-0.0006668309215456247,0.045465052127838135,0.0,0.0
fc3.bias,19,actor,-0.02703293412923813,0.04241391271352768,0.0,0.0
fc3.bias,19,critic,0.047853611409664154,0.0,0.0,0.0
bn1.weight,19,critic,0.4838082492351532,0.28290632367134094,0.0,0.0
bn1.weight,19,actor,0.4838082492351532,0.28290632367134094,0.0,0.0
fc2.bias,19,critic,0.0004919597413390875,0.04347533360123634,0.0,0.0
fc2.bias,19,actor,0.0012609398690983653,0.045639198273420334,0.0,0.0
fc3.weight,19,actor,-3.912040119757876e-05,0.0017167101614177227,0.0,0.0
fc1.weight,19,critic,-0.0006668309215456247,0.045465052127838135,0.0,0.0
fc3.weight,19,critic,-0.00011902218102477491,0.0017237631836906075,0.0,0.0
fc1.bias,19,actor,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc1.bias,19,critic,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc2.weight,19,actor,0.000190975348232314,0.045099832117557526,0.0,0.0
fc2.weight,19,critic,0.00025334703968837857,0.05090314522385597,0.0,0.0
bn1.bias,19,actor,0.0,0.0,0.0,0.0
bn1.bias,19,critic,0.0,0.0,0.0,0.0
fc1.weight,19,actor,0.0009900000877678394,0.044493358582258224,0.0,0.0
bn1.bias,20,actor,0.0,0.0,0.0,0.0
bn1.weight,20,actor,0.4838082492351532,0.28290632367134094,0.0,0.0
bn1.weight,20,critic,0.4838082492351532,0.28290632367134094,0.0,0.0
fc2.bias,20,critic,0.0004919597413390875,0.04347533360123634,0.0,0.0
fc1.bias,20,actor,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc1.bias,20,critic,-0.0006118814926594496,0.11791778355836868,0.0,0.0
bn1.bias,20,critic,0.0,0.0,0.0,0.0
fc1.weight,20,actor,0.0009900000877678394,0.044493358582258224,0.0,0.0
fc2.bias,20,actor,0.0012609398690983653,0.045639198273420334,0.0,0.0
fc2.weight,20,critic,0.00025334703968837857,0.05090314522385597,0.0,0.0
fc2.weight,20,actor,0.000190975348232314,0.045099832117557526,0.0,0.0
fc3.weight,20,critic,-0.00011902218102477491,0.0017237631836906075,0.0,0.0
fc3.weight,20,actor,-3.912040119757876e-05,0.0017167101614177227,0.0,0.0
fc1.weight,20,critic,-0.0006668309215456247,0.045465052127838135,0.0,0.0
fc3.bias,20,actor,-0.02703293412923813,0.04241391271352768,0.0,0.0
fc3.bias,20,critic,0.047853611409664154,0.0,0.0,0.0
fc1.bias,21,actor,-0.0006118814926594496,0.11791778355836868,0.0,0.0
bn1.bias,21,critic,0.0,0.0,0.0,0.0
fc1.weight,21,critic,-0.0006668309215456247,0.045465052127838135,0.0,0.0
fc2.weight,21,critic,0.00025334703968837857,0.05090314522385597,0.0,0.0
fc1.weight,21,actor,0.0009900000877678394,0.044493358582258224,0.0,0.0
fc2.bias,21,critic,0.0004919597413390875,0.04347533360123634,0.0,0.0
fc2.bias,21,actor,0.0012609398690983653,0.045639198273420334,0.0,0.0
fc3.weight,21,actor,-3.912040119757876e-05,0.0017167101614177227,0.0,0.0
fc3.weight,21,critic,-0.00011902218102477491,0.0017237631836906075,0.0,0.0
bn1.bias,21,actor,0.0,0.0,0.0,0.0
fc2.weight,21,actor,0.000190975348232314,0.045099832117557526,0.0,0.0
fc1.bias,21,critic,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc3.bias,21,critic,0.047853611409664154,0.0,0.0,0.0
bn1.weight,21,critic,0.4838082492351532,0.28290632367134094,0.0,0.0
bn1.weight,21,actor,0.4838082492351532,0.28290632367134094,0.0,0.0
fc3.bias,21,actor,-0.02703293412923813,0.04241391271352768,0.0,0.0
fc1.bias,22,actor,-0.0006118814926594496,0.11791778355836868,0.0,0.0
bn1.bias,22,actor,0.0,0.0,0.0,0.0
fc1.weight,22,actor,0.0009900000877678394,0.044493358582258224,0.0,0.0
bn1.bias,22,critic,0.0,0.0,0.0,0.0
fc2.bias,22,actor,0.0012609398690983653,0.045639198273420334,0.0,0.0
fc3.bias,22,actor,-0.02703293412923813,0.04241391271352768,0.0,0.0
fc3.bias,22,critic,0.047853611409664154,0.0,0.0,0.0
fc2.bias,22,critic,0.0004919597413390875,0.04347533360123634,0.0,0.0
fc3.weight,22,actor,-3.912040119757876e-05,0.0017167101614177227,0.0,0.0
fc2.weight,22,critic,0.00025334703968837857,0.05090314522385597,0.0,0.0
fc2.weight,22,actor,0.000190975348232314,0.045099832117557526,0.0,0.0
bn1.weight,22,actor,0.4838082492351532,0.28290632367134094,0.0,0.0
bn1.weight,22,critic,0.4838082492351532,0.28290632367134094,0.0,0.0
fc3.weight,22,critic,-0.00011902218102477491,0.0017237631836906075,0.0,0.0
fc1.weight,22,critic,-0.0006668309215456247,0.045465052127838135,0.0,0.0
fc1.bias,22,critic,-0.0006118814926594496,0.11791778355836868,0.0,0.0
bn1.weight,23,actor,0.4838082492351532,0.28290632367134094,0.0,0.0
fc1.weight,23,critic,-0.0006668309215456247,0.045465052127838135,0.0,0.0
fc1.weight,23,actor,0.0009900000877678394,0.044493358582258224,0.0,0.0
fc1.bias,23,critic,-0.0006118814926594496,0.11791778355836868,0.0,0.0
bn1.weight,23,critic,0.4838082492351532,0.28290632367134094,0.0,0.0
fc2.bias,23,actor,0.0012609398690983653,0.045639198273420334,0.0,0.0
fc2.weight,23,critic,0.00025334703968837857,0.05090314522385597,0.0,0.0
bn1.bias,23,actor,0.0,0.0,0.0,0.0
bn1.bias,23,critic,0.0,0.0,0.0,0.0
fc3.bias,23,actor,-0.02703293412923813,0.04241391271352768,0.0,0.0
fc3.weight,23,actor,-3.912040119757876e-05,0.0017167101614177227,0.0,0.0
fc3.weight,23,critic,-0.00011902218102477491,0.0017237631836906075,0.0,0.0
fc2.bias,23,critic,0.0004919597413390875,0.04347533360123634,0.0,0.0
fc3.bias,23,critic,0.047853611409664154,0.0,0.0,0.0
fc1.bias,23,actor,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc2.weight,23,actor,0.000190975348232314,0.045099832117557526,0.0,0.0
fc1.bias,24,critic,-0.0006118814926594496,0.11791778355836868,0.0,0.0
fc3.weight,24,actor,-3.912040119757876e-05,0.0017167101614177227,0.0,0.0
