layer,episode,type,weight_mean,weight_std,grad_mean,grad_std
fc3.bias,123,actor,-0.02855071984231472,0.024736931547522545,-5.009187225368805e-05,4.3413059756858274e-05
bn1.weight,123,critic,0.46434932947158813,0.2781170904636383,0.00011318221368128434,0.0005537804099731147
bn1.weight,123,actor,0.5315744876861572,0.2968200147151947,-3.2512156167285866e-07,1.2331293874012772e-05
bn1.bias,123,actor,-0.035653386265039444,0.058920275419950485,2.1525472959638137e-07,1.1003739018633496e-05
fc2.bias,123,actor,0.007743509020656347,0.05169514939188957,3.178832344019611e-07,2.7770904580393108e-06
fc2.bias,123,critic,-0.016172925010323524,0.04590168967843056,-1.85084791155532e-05,0.0011882924009114504
fc2.weight,123,actor,0.0008796131005510688,0.08284595608711243,3.755768673840976e-08,1.4805387991145835e-06
fc1.weight,123,actor,-0.007913974113762379,0.09447573125362396,1.1426702712924452e-06,1.4528422980220057e-05
fc3.bias,123,critic,0.038835182785987854,0.0,-0.9978291392326355,0.0
fc1.weight,123,critic,0.0029241673182696104,0.06310020387172699,-4.900346993963467e-06,0.0005211840034462512
fc3.weight,123,critic,0.001719605061225593,0.01834605075418949,-0.00777179840952158,0.026046425104141235
fc1.bias,123,critic,-0.0006118861492723227,0.11791777610778809,2.8021519566517883e-13,7.257030480017912e-12
fc1.bias,123,actor,-0.0006118666497059166,0.11791778355836868,-1.2803395123891104e-14,3.0622271211810936e-13
fc3.weight,123,actor,0.006229814141988754,0.09281700104475021,-1.4599922906199936e-05,2.786482400551904e-05
fc1.weight,124,actor,-0.008058891631662846,0.0947907492518425,1.4677543731522746e-06,1.617939051357098e-05
bn1.weight,124,critic,0.46438807249069214,0.2781575620174408,0.0001274588139494881,0.0005708801909349859
bn1.weight,124,actor,0.5319188833236694,0.2963099777698517,-7.285792662514723e-07,1.0548917998676188e-05
fc1.bias,124,actor,-0.0006118685123510659,0.11791778355836868,2.644832595120883e-14,3.830543467055886e-13
fc2.bias,124,actor,0.006828670389950275,0.05237878859043121,-4.420991217557457e-08,2.370082711422583e-06
fc2.bias,124,critic,-0.016270866617560387,0.04592929780483246,-4.794333653990179e-05,0.001240029581822455
fc1.bias,124,critic,-0.0006118860328570008,0.11791777610778809,1.2176110814055008e-12,9.454209984327555e-12
bn1.bias,124,actor,-0.03629898652434349,0.058932624757289886,7.011940965639951e-07,1.0340621884097345e-05
bn1.bias,124,critic,-0.035095784813165665,0.030583500862121582,0.00014496309449896216,0.0007138947257772088
fc2.weight,124,critic,-0.014307943172752857,0.05575308948755264,2.5002783843319776e-08,0.0002901176630984992
fc2.weight,124,actor,0.0002630803210195154,0.08305245637893677,-3.8596855489458903e-08,1.2082922467016033e-06
fc3.bias,124,critic,0.03838035464286804,0.0,-0.9989036321640015,0.0
fc3.bias,124,actor,-0.025638040155172348,0.021705079823732376,-3.3219562283193227e-06,2.405085979262367e-05
fc3.weight,124,actor,0.007848373614251614,0.09321198612451553,-6.8671283770527225e-06,2.1335950805223547e-05
fc3.weight,124,critic,0.0017548429314047098,0.01857502944767475,-0.007201012689620256,0.02480711042881012
fc1.weight,124,critic,0.002965086605399847,0.06318628787994385,2.4129289158736356e-05,0.0006293507176451385
fc3.bias,125,critic,0.03842345252633095,0.0,-0.9972246885299683,0.0
fc3.bias,125,actor,-0.026413457468152046,0.02180945686995983,6.672470590274315e-06,2.3887148927315138e-05
fc1.weight,125,critic,0.003024331061169505,0.06325507909059525,4.218441972625442e-05,0.0006157489842735231
fc1.weight,125,actor,-0.008227454498410225,0.09514471888542175,-1.0255162123939954e-06,1.663356670178473e-05
bn1.bias,125,critic,-0.035140953958034515,0.03056270256638527,0.00011879147496074438,0.0007158697699196637
bn1.weight,125,actor,0.5326428413391113,0.2959899306297302,2.820785880430776e-07,1.4062734408071265e-05
bn1.weight,125,critic,0.4645576477050781,0.27819764614105225,0.0001377236476400867,0.0005652832915075123
fc2.bias,125,critic,-0.016204548999667168,0.04598403349518776,5.4638541769236326e-05,0.0012605484807863832
fc2.bias,125,actor,0.007109185215085745,0.05235929787158966,-2.126244140754352e-07,2.4214700715674553e-06
bn1.bias,125,actor,-0.03639628365635872,0.05868758633732796,1.9904143755411496e-06,1.3832467629981693e-05
fc3.weight,125,critic,0.0017589289927855134,0.018787076696753502,-0.006574243772774935,0.024170365184545517
fc2.weight,125,critic,-0.014325616881251335,0.05580015480518341,7.30403553461656e-06,0.000292181852273643
fc3.weight,125,actor,0.007679347414523363,0.09414483606815338,-7.17313605491654e-06,1.2824634723074269e-05
fc1.bias,125,critic,-0.000611885916441679,0.11791777610778809,3.6827396058917994e-13,5.734047785199703e-12
fc2.weight,125,actor,0.00044452433940023184,0.08339200913906097,-1.6548440839869727e-08,1.1175488907610998e-06
fc1.bias,125,actor,-0.0006118765450082719,0.11791779845952988,3.671689197121261e-15,4.914368608235908e-13
fc3.bias,126,critic,0.03900492563843727,0.0,-0.998293936252594,0.0
fc2.weight,126,critic,-0.014305969700217247,0.05584513023495674,-1.4900823543939623e-06,0.0002911456977017224
fc2.bias,126,actor,0.008122725412249565,0.05222390592098236,7.032284798924593e-08,2.4327262053702725e-06
fc2.bias,126,critic,-0.016134832054376602,0.04629580304026604,1.7203479728777893e-05,0.0012488344218581915
fc1.weight,126,critic,0.0031777177937328815,0.06332170218229294,2.3190055799204856e-05,0.00050425308290869
fc1.weight,126,actor,-0.008211560547351837,0.09532821178436279,-3.6541263170875027e-07,9.494783625996206e-06
bn1.weight,126,actor,0.5334649682044983,0.295716792345047,-5.739860853282153e-07,5.3734570428787265e-06
fc3.weight,126,actor,0.007322607561945915,0.095318503677845,4.862889454670949e-06,1.663199145696126e-05
fc3.weight,126,critic,0.001800014404579997,0.018838876858353615,-0.007585122250020504,0.025333890691399574
fc1.bias,126,actor,-0.0006118607125245035,0.11791781336069107,2.5224766530109258e-14,4.754270978638009e-13
fc1.bias,126,critic,-0.0006118858582340181,0.11791777610778809,-2.469229248153182e-13,5.3148544593151215e-12
bn1.weight,126,critic,0.46443021297454834,0.2782354950904846,0.0001190468537970446,0.0005647895741276443
bn1.bias,126,actor,-0.0363587848842144,0.05866876244544983,-1.0858854011530639e-06,6.82595964462962e-06
fc3.bias,126,actor,-0.026941781863570213,0.023317014798521996,3.837677286355756e-05,2.9170734705985524e-05
fc2.weight,126,actor,0.0010231304913759232,0.08373267203569412,4.789802443561086e-10,8.336712653544964e-07
bn1.bias,126,critic,-0.03534233570098877,0.030767207965254784,0.00010554800974205136,0.0006993031711317599
fc2.bias,127,critic,-0.016430500894784927,0.045998528599739075,2.5617160645197146e-05,0.001217503217048943
fc2.bias,127,actor,0.007899872027337551,0.05242985859513283,-3.90443410935859e-08,2.525655645513325e-06
fc1.bias,127,actor,-0.0006118384189903736,0.11791782826185226,-2.96868480048184e-14,5.703368007904663e-13
fc1.bias,127,critic,-0.0006118860328570008,0.11791777610778809,7.92970886436678e-13,7.442708775673434e-12
fc3.bias,127,actor,-0.02703562192618847,0.02121361345052719,-3.0342824175022542e-05,2.6574260118650272e-05
bn1.bias,127,critic,-0.03530174121260643,0.03056683950126171,0.00013518719060812145,0.0006669736467301846
fc1.weight,127,critic,0.0032783516217023134,0.06341265141963959,3.149881013086997e-05,0.0006135324947535992
fc1.weight,127,actor,-0.008316784165799618,0.09536541253328323,1.5338255821006896e-07,1.1413860192988068e-05
fc2.weight,127,actor,0.0010646223090589046,0.08407902717590332,-2.1186966847608346e-08,1.1713740377672366e-06
fc2.weight,127,critic,-0.014496316201984882,0.0558677539229393,5.6544622566434555e-06,0.00029356603045016527
fc3.weight,127,actor,0.007363225799053907,0.096208855509758,-5.577127012657002e-06,1.6119418432936072e-05
fc3.weight,127,critic,0.0018525572959333658,0.019028151407837868,-0.007169296499341726,0.02499505877494812
bn1.weight,127,actor,0.5344988703727722,0.29534587264060974,1.887867000505139e-07,8.774872185313143e-06
bn1.weight,127,critic,0.4645936191082001,0.2782214283943176,0.0001364367053611204,0.0005508890026248991
bn1.bias,127,actor,-0.03630165755748749,0.05856817960739136,5.496448807207344e-07,8.057122613536194e-06
fc3.bias,127,critic,0.03828796371817589,0.0,-0.9990867972373962,0.0
fc3.bias,128,critic,0.0390089750289917,0.0,-0.9971503019332886,0.0
fc3.bias,128,actor,-0.027216654270887375,0.020462673157453537,-3.0074068490648642e-05,6.569978268089471e-06
fc3.weight,128,actor,0.007987260818481445,0.09706029295921326,-6.596043931494933e-06,8.694097232364584e-06
fc3.weight,128,critic,0.0018327552825212479,0.019141191616654396,-0.007283210288733244,0.024639880284667015
bn1.weight,128,critic,0.46475619077682495,0.27821096777915955,0.00014417232887353748,0.0005512319621630013
fc1.bias,128,critic,-0.0006118860910646617,0.11791777610778809,-7.515060622409475e-13,5.555401624834921e-12
fc2.bias,128,critic,-0.0163212101906538,0.04618899151682854,-1.877141221484635e-05,0.0012440306600183249
fc2.bias,128,actor,0.007416417356580496,0.052401307970285416,1.2297850560116785e-07,2.7502651391841937e-06
bn1.weight,128,actor,0.5350077748298645,0.2955165505409241,-5.836105856360518e-07,9.116213732340839e-06
fc1.weight,128,actor,-0.008367544040083885,0.09542260318994522,1.1711284741977579e-07,1.0623811249388382e-05
fc2.weight,128,actor,0.0010154127376154065,0.08434496819972992,2.517040798011294e-08,8.41018220398837e-07
bn1.bias,128,actor,-0.036693718284368515,0.05842296779155731,1.300155759054178e-06,1.0477716386958491e-05
bn1.bias,128,critic,-0.03520951047539711,0.030721886083483696,0.00016142381355166435,0.0007059300551190972
fc1.bias,128,actor,-0.000611833471339196,0.11791781336069107,1.2508065228369631e-14,4.555732961014636e-13
fc2.weight,128,critic,-0.01446334645152092,0.055915530771017075,-6.683510491711786e-07,0.00028430717065930367
fc1.weight,128,critic,0.0032875132746994495,0.06346011161804199,-8.664418942316843e-07,0.0005798315978609025
fc2.bias,129,actor,0.006954752840101719,0.05265641212463379,7.568464965856947e-09,2.990465191032854e-06
fc1.weight,129,critic,0.0032604187726974487,0.06351428478956223,1.1481937690405175e-05,0.00048481716657988727
bn1.bias,129,critic,-0.03525068610906601,0.030777936801314354,0.00011660798918455839,0.0006718530203215778
fc3.bias,129,actor,-0.02495710924267769,0.019572200253605843,4.158521187491715e-05,2.124745697074104e-05
fc3.bias,129,critic,0.03892018646001816,0.0,-0.9989172220230103,0.0
fc1.weight,129,actor,-0.008518625982105732,0.09543396532535553,-1.6237549971265253e-08,1.0887171811191365e-05
bn1.bias,129,actor,-0.03730445355176926,0.05840836092829704,-8.469999670523976e-07,8.140431418723892e-06
fc1.bias,129,actor,-0.0006118362653069198,0.11791782081127167,-6.8240626636875e-14,5.350272091683705e-13
fc1.bias,129,critic,-0.0006118862074799836,0.11791777610778809,4.919629699277894e-13,7.1103218798884704e-12
fc2.weight,129,actor,0.0005876970826648176,0.08464208990335464,-2.9095271969481473e-08,9.78619027591776e-07
fc2.weight,129,critic,-0.014513740316033363,0.055979032069444656,2.9371773280217894e-07,0.0002858169609680772
fc3.weight,129,actor,0.00899058673530817,0.09765756130218506,7.111706054274691e-06,1.4130343515716959e-05
fc3.weight,129,critic,0.0017825716640800238,0.019334841519594193,-0.006851101294159889,0.02549871988594532
bn1.weight,129,critic,0.4648723006248474,0.2782346308231354,0.00012621318455785513,0.0005500026163645089
bn1.weight,129,actor,0.5355814099311829,0.295149028301239,-7.575487757094379e-07,7.414972969854716e-06
fc2.bias,129,critic,-0.01647130958735943,0.0462549589574337,3.463255779934116e-05,0.001200709491968155
fc2.weight,130,actor,0.001020690193399787,0.084952712059021,-1.9415827523516782e-07,2.8007493710902054e-06
fc1.weight,130,actor,-0.00847736094146967,0.0954509973526001,-1.1014947176590795e-06,2.77295785053866e-05
fc1.weight,130,critic,0.0033101653680205345,0.06360665708780289,3.9678579923929647e-05,0.000803861184976995
fc2.weight,130,critic,-0.014713520184159279,0.0560181550681591,1.6325679098372348e-05,0.0003218330966774374
fc3.bias,130,actor,-0.025912046432495117,0.019956350326538086,-7.458160689566284e-05,8.549336052965373e-05
fc3.bias,130,critic,0.03781396523118019,0.0,-0.9972294569015503,0.0
fc2.bias,130,actor,0.00736446026712656,0.05235699564218521,-8.859914260028745e-07,7.299822300410597e-06
bn1.weight,130,actor,0.5364065170288086,0.29507502913475037,1.8516643649491016e-06,2.2848145817988552e-05
fc2.bias,130,critic,-0.016777627170085907,0.04609605297446251,0.00011651402019197121,0.0013710729544982314
bn1.bias,130,actor,-0.037030402570962906,0.05846408009529114,2.4171317818399984e-06,2.3640044673811644e-05
bn1.bias,130,critic,-0.03525382652878761,0.030586088076233864,0.00013737457629758865,0.000805485004093498
fc1.bias,130,actor,-0.0006118274759501219,0.11791782081127167,1.1418091373381536e-14,8.20206749740926e-13
fc1.bias,130,critic,-0.0006118861492723227,0.11791777610778809,-4.93777219633118e-13,7.056368076657771e-12
fc3.weight,130,actor,0.008775155991315842,0.0984770730137825,-2.0382200091262348e-05,3.669349825941026e-05
bn1.weight,130,critic,0.46500903367996216,0.27820998430252075,0.00016631506150588393,0.0006163954385556281
fc3.weight,130,critic,0.001979580381885171,0.019652411341667175,-0.005788846407085657,0.024710504338145256
bn1.weight,131,actor,0.5367711782455444,0.2953633964061737,-1.7768235238690977e-07,3.0603296181652695e-06
fc2.weight,131,critic,-0.014555339701473713,0.05605972558259964,-4.2663587009883486e-06,0.0002886482689063996
fc2.weight,131,actor,0.001099335728213191,0.08522192388772964,-3.42051293955592e-08,4.785761120729148e-07
bn1.weight,131,critic,0.4645979702472687,0.27819496393203735,0.00011272571282461286,0.0005577181582339108
fc3.bias,131,critic,0.03913290798664093,0.0,-0.9984508156776428,0.0
fc1.bias,131,critic,-0.0006118862074799836,0.11791777610778809,7.805402374785886e-13,8.132525035342564e-12
bn1.bias,131,critic,-0.03568347916007042,0.03097146563231945,0.00012506108032539487,0.0006654438329860568
bn1.bias,131,actor,-0.03747312352061272,0.0585857592523098,-1.0631169544694785e-07,3.755761781576439e-06
fc1.weight,131,actor,-0.008228114806115627,0.09555748850107193,-2.1564405017215904e-07,6.24553695161012e-06
fc1.weight,131,critic,0.0034295700024813414,0.06369408220052719,-3.83662245440064e-06,0.0005120837595313787
fc3.weight,131,actor,0.00852495152503252,0.09898577630519867,-7.921135534161294e-07,6.3255374698201194e-06
fc1.bias,131,actor,-0.0006118178716860712,0.11791782081127167,2.1653230085154872e-14,2.467184171805331e-13
fc3.weight,131,critic,0.0017506995936855674,0.0195164754986763,-0.0073836613446474075,0.02620326541364193
fc2.bias,131,actor,0.00738783273845911,0.05195847153663635,-5.601986430292527e-08,1.0929466043307912e-06
fc3.bias,131,actor,-0.02601524442434311,0.020834460854530334,1.239501125382958e-05,6.483793640654767e-06
fc2.bias,131,critic,-0.016513308510184288,0.04653676971793175,7.402860319416504e-06,0.001209803158417344
fc1.bias,132,actor,-0.0006118185119703412,0.11791782826185226,5.220151398546268e-15,3.722022147954751e-13
fc1.bias,132,critic,-0.0006118862074799836,0.11791777610778809,-5.83162316179775e-13,6.862258157547263e-12
bn1.bias,132,critic,-0.035876501351594925,0.030846690759062767,0.00012873597734142095,0.0006538750021718442
bn1.bias,132,actor,-0.037575189024209976,0.058660391718149185,2.991212113556685e-06,1.764777880453039e-05
fc3.bias,132,critic,0.037731364369392395,0.0,-0.9999292492866516,0.0
fc3.weight,132,critic,0.001774843200109899,0.019680695608258247,-0.0069326432421803474,0.026263408362865448
fc3.weight,132,actor,0.008111049421131611,0.09961042553186417,-1.354241612716578e-05,1.3175771528040059e-05
fc1.weight,132,actor,-0.00807130429893732,0.09580354392528534,-8.508199016432627e-07,1.5236460967571475e-05
fc1.weight,132,critic,0.003442078363150358,0.06381762772798538,-3.420822395128198e-06,0.0005081099807284772
bn1.weight,132,critic,0.4644978642463684,0.27818265557289124,0.00014806863327976316,0.0005589259089902043
fc3.bias,132,actor,-0.02648739144206047,0.020032260566949844,-1.1112516403954942e-05,2.008374394790735e-05
fc2.bias,132,critic,-0.016772549599409103,0.046222712844610214,9.172070713248104e-05,0.0011698473244905472
fc2.bias,132,actor,0.007100347895175219,0.051802873611450195,-6.9182824802283e-08,3.683907834783895e-06
fc2.weight,132,actor,0.0011816058540716767,0.08559136837720871,1.0179925791220512e-09,1.2713829846688895e-06
fc2.weight,132,critic,-0.01471289899200201,0.05609637498855591,1.2478740245569497e-05,0.0002808745775837451
bn1.weight,132,actor,0.5371865034103394,0.2955402731895447,6.931970233381435e-07,1.760429222485982e-05
bn1.weight,133,actor,0.5375424027442932,0.29571065306663513,-6.353470780595671e-07,7.883323632995598e-06
bn1.bias,133,critic,-0.03593629598617554,0.031341735273599625,9.810878691496328e-05,0.0006144741782918572
bn1.bias,133,actor,-0.03772234544157982,0.05895454064011574,1.4887349379932857e-06,6.4775067585287616e-06
fc1.bias,133,actor,-0.0006118029705248773,0.11791782826185226,-1.6452834036037416e-14,3.3893154667390124e-13
fc1.bias,133,critic,-0.0006118860910646617,0.11791777610778809,4.039599872055627e-13,6.5630426440699274e-12
fc1.weight,133,critic,0.0034865173511207104,0.063863106071949,8.100510967778973e-06,0.000519136490765959
fc1.weight,133,actor,-0.008024928160011768,0.09596441686153412,3.2148807349585695e-07,1.0273590305587277e-05
fc3.bias,133,critic,0.03900682181119919,0.0,-0.9978253245353699,0.0
fc3.bias,133,actor,-0.027842970564961433,0.02171858586370945,2.84760835711495e-06,1.8994760466739535e-05
fc2.weight,133,actor,0.0008733388385735452,0.0858578234910965,2.8641951033137047e-08,6.828749405940471e-07
fc3.weight,133,critic,0.0015298457583412528,0.019436804577708244,-0.006857841741293669,0.025269201025366783
fc3.weight,133,actor,0.007958532311022282,0.10019662231206894,-2.4524024411221035e-06,8.390513357880991e-06
fc2.bias,133,critic,-0.016817966476082802,0.04649372771382332,5.486956797540188e-05,0.0011195853585377336
fc2.bias,133,actor,0.006821741349995136,0.05163436755537987,3.6682752124761464e-07,1.5408147646667203e-06
bn1.weight,133,critic,0.4642011821269989,0.27808132767677307,0.00012142570631112903,0.0005054131615906954
fc2.weight,133,critic,-0.01476928498595953,0.05609573796391487,7.585096227558097e-06,0.00026806112146005034
fc3.bias,134,actor,-0.026811765506863594,0.019680341705679893,7.66987432143651e-06,1.2502911886258516e-05
fc3.bias,134,critic,0.03881847485899925,0.0,-0.997654914855957,0.0
bn1.bias,134,actor,-0.03806672245264053,0.0594872422516346,-6.938469141459791e-07,1.1995245586149395e-05
fc1.weight,134,actor,-0.008265077136456966,0.09618545323610306,-5.19199375048629e-07,3.2558466045884416e-05
fc1.weight,134,critic,0.003572436049580574,0.06393644958734512,2.9861703296774067e-06,0.0005943349679000676
bn1.bias,134,critic,-0.03607221692800522,0.03138408064842224,0.00011700473260134459,0.0006064658518880606
fc1.bias,134,critic,-0.0006118859746493399,0.11791777610778809,7.698998773578158e-13,8.267077994394967e-12
fc2.bias,134,critic,-0.016828997060656548,0.04673131927847862,3.0367811632459052e-05,0.001085829921066761
fc2.bias,134,actor,0.006367039866745472,0.05241888388991356,-5.270456071571061e-08,1.6148945860550157e-06
fc1.bias,134,actor,-0.0006117870798334479,0.11791782826185226,-9.85160168503682e-14,1.0644323963915348e-12
fc2.weight,134,critic,-0.01478306483477354,0.05615514516830444,2.59161856774881e-06,0.00027949694776907563
fc2.weight,134,actor,0.00035745278000831604,0.08613340556621552,-2.3451976360888693e-08,1.3885411362934974e-06
bn1.weight,134,actor,0.5381618142127991,0.2952031195163727,7.138471147527525e-08,1.5273471944965422e-05
bn1.weight,134,critic,0.4641185998916626,0.2780899703502655,0.0001440249034203589,0.0005274656577967107
fc3.weight,134,actor,0.008611674420535564,0.1007898673415184,-8.799160013950313e-07,1.0938861123577226e-05
fc3.weight,134,critic,0.0016600401140749454,0.019572565332055092,-0.006841154303401709,0.023946845903992653
bn1.bias,135,actor,-0.037855114787817,0.059758927673101425,1.7193568737638998e-06,1.3322731319931336e-05
fc2.weight,135,critic,-0.014887881465256214,0.05620525777339935,9.492263416177593e-06,0.00025048869429156184
fc2.weight,135,actor,0.002178824506700039,0.0866851657629013,1.0113566162317511e-07,1.483669279878086e-06
fc3.weight,135,actor,0.009618551470339298,0.1026582270860672,1.1008657565980684e-05,2.722851604630705e-05
fc3.weight,135,critic,0.0016608594451099634,0.01968028023838997,-0.005685761570930481,0.024671418592333794
fc1.bias,135,critic,-0.0006118858582340181,0.11791777610778809,-1.9067890712556879e-13,4.991914433899458e-12
fc1.bias,135,actor,-0.0006117766024544835,0.11791782826185226,-4.3233432377729267e-14,4.150153528129086e-13
fc1.weight,135,actor,-0.008467527106404305,0.09679968655109406,-2.4329463599315204e-07,1.47081964314566e-05
fc3.bias,135,critic,0.038686007261276245,0.0,-0.9991596341133118,0.0
fc3.bias,135,actor,-0.02443452551960945,0.02236984856426716,6.51770387776196e-05,2.685868639673572e-05
bn1.bias,135,critic,-0.03626791387796402,0.03129705786705017,9.455481631448492e-05,0.0005699194152839482
fc1.weight,135,critic,0.003468019189313054,0.06406328827142715,3.445358743192628e-06,0.00040912770782597363
fc2.bias,135,critic,-0.016923384740948677,0.0465598925948143,7.76408487581648e-05,0.0010578730143606663
bn1.weight,135,actor,0.5392794609069824,0.29401159286499023,-3.8660931522827013e-07,1.3930012755736243e-05
fc2.bias,135,actor,0.008842716924846172,0.0526205450296402,1.3277546884182811e-07,2.8979750368307577e-06
bn1.weight,135,critic,0.4642210006713867,0.27811211347579956,0.00013053743168711662,0.0004905994283035398
fc3.bias,136,actor,-0.029956361278891563,0.024353357031941414,-4.439989788806997e-05,1.0454326911712997e-05
fc1.weight,136,critic,0.0035179026890546083,0.0641728937625885,1.045765543494781e-06,0.0004801879986189306
fc1.weight,136,actor,-0.008183864876627922,0.09733518213033676,1.721374189855851e-07,1.667277501837816e-05
fc2.weight,136,actor,0.0017034403281286359,0.08733473718166351,1.557160516085787e-07,1.3226296005086624e-06
fc2.weight,136,critic,-0.015032023191452026,0.056255195289850235,7.716857908235397e-06,0.0002613994001876563
bn1.bias,136,critic,-0.036513712257146835,0.0316147655248642,0.00011277861631242558,0.0006129157263785601
fc3.weight,136,actor,0.007207868155092001,0.10336019843816757,-2.015511654462898e-06,1.4443723557633348e-05
fc3.bias,136,critic,0.038924768567085266,0.0,-0.998839795589447,0.0
fc3.weight,136,critic,0.001695280778221786,0.019516337662935257,-0.006691474933177233,0.025232449173927307
bn1.weight,136,actor,0.539310097694397,0.2941785752773285,8.529895580977609e-07,8.286137017421424e-06
fc1.bias,136,actor,-0.0006117749726399779,0.11791782826185226,-3.647951522290933e-15,3.674994607672649e-13
fc1.bias,136,critic,-0.0006118859746493399,0.11791777610778809,4.1688774285973673e-13,5.32999816157953e-12
fc2.bias,136,actor,0.008621801622211933,0.05344914272427559,7.96864412677678e-07,2.7828737074742094e-06
fc2.bias,136,critic,-0.017214085906744003,0.046782054007053375,5.9891637647524476e-05,0.001093782251700759
bn1.bias,136,actor,-0.039620108902454376,0.05931112542748451,2.2776282548875315e-06,8.694290954736061e-06
bn1.weight,136,critic,0.4637531638145447,0.2781316041946411,0.00013511702127289027,0.0005155213875696063
bn1.weight,137,actor,0.5393519401550293,0.2947250306606293,-1.0582247114143684e-06,1.1611954505497124e-05
bn1.bias,137,critic,-0.036689113825559616,0.03175070509314537,0.0001245231687789783,0.0006301079411059618
bn1.bias,137,actor,-0.04118827357888222,0.0597318634390831,4.5583877295030106e-07,1.369343044643756e-05
fc2.bias,137,actor,0.006584669928997755,0.05371590703725815,2.1243838688178585e-08,3.2536952403461328e-06
fc2.bias,137,critic,-0.017064956948161125,0.046778514981269836,5.176262857276015e-05,0.0011389014543965459
fc1.weight,137,actor,-0.008077902719378471,0.09786662459373474,-1.7496850546194764e-07,1.548994805489201e-05
fc1.weight,137,critic,0.0034040133468806744,0.06429921090602875,1.1154323686923817e-07,0.000507587450556457
bn1.weight,137,critic,0.4640168249607086,0.2781185805797577,0.0001330111117567867,0.0005374057218432426
fc3.weight,137,actor,0.006676489021629095,0.10337350517511368,-7.77421701059211e-06,1.06634743133327e-05
fc3.bias,137,actor,-0.03026586025953293,0.023293770849704742,-8.374588105652947e-06,1.5437582305821707e-06
fc1.bias,137,critic,-0.0006118860910646617,0.11791777610778809,-1.4147719454293828e-12,6.3646067582912025e-12
fc2.weight,137,actor,0.0004389499081298709,0.08769793808460236,4.091509353543188e-08,9.924339110511937e-07
fc2.weight,137,critic,-0.014991603791713715,0.05632798373699188,7.42532711228705e-06,0.0002748765691649169
fc1.bias,137,actor,-0.0006117860320955515,0.11791783571243286,4.682632929954751e-14,5.935376972895923e-13
fc3.bias,137,critic,0.038995176553726196,0.0,-0.9986937642097473,0.0
fc3.weight,137,critic,0.001711323973722756,0.01981162279844284,-0.007156959734857082,0.02592901512980461
fc1.bias,138,critic,-0.0006118860910646617,0.11791777610778809,3.1839278155437137e-15,6.3058078723921e-12
fc1.bias,138,actor,-0.0006117862067185342,0.11791782826185226,5.551703980430714e-14,3.9964857595151115e-13
fc3.weight,138,critic,0.0016411899123340845,0.019893130287528038,-0.005584276281297207,0.023759040981531143
fc3.bias,138,critic,0.038759853690862656,0.0,-0.9975197315216064,0.0
fc2.weight,138,critic,-0.015071065165102482,0.05635897070169449,9.950103049050085e-06,0.0002672232803888619
fc2.weight,138,actor,-2.4346623831661418e-05,0.08814520388841629,-4.0034606740846357e-07,2.7579937977861846e-06
bn1.weight,138,critic,0.4639686346054077,0.27817291021347046,0.00013381052121985704,0.0005256188451312482
bn1.weight,138,actor,0.5405616164207458,0.294330358505249,-4.4816667355007667e-07,2.5153001843136735e-05
fc2.bias,138,actor,0.006103643216192722,0.05340644717216492,-1.119323655984772e-06,5.816167686134577e-06
fc3.weight,138,actor,0.007628032937645912,0.1041557788848877,-6.990125712036388e-06,4.057404294144362e-05
fc2.bias,138,critic,-0.017257368192076683,0.04682252183556557,8.140388672472909e-05,0.001146974042057991
fc3.bias,138,actor,-0.029421258717775345,0.02154879830777645,-3.093236227869056e-05,8.134743256960064e-05
fc1.weight,138,critic,0.003453089389950037,0.06433692574501038,4.299344254832249e-06,0.00048591275117360055
fc1.weight,138,actor,-0.007826206274330616,0.09843176603317261,3.3687763334455667e-07,3.0249892006395385e-05
bn1.bias,138,critic,-0.036665961146354675,0.03181540220975876,9.929364750860259e-05,0.00065947650000453
bn1.bias,138,actor,-0.04121868684887886,0.06078469753265381,-1.4627389646193478e-06,2.3704866180196404e-05
fc2.weight,139,actor,0.0003897770366165787,0.08861695230007172,3.853082475302472e-08,7.714025400673563e-07
fc3.weight,139,critic,0.0017187843332067132,0.020014869049191475,-0.006184878293424845,0.02262594737112522
fc3.weight,139,actor,0.008001895621418953,0.10520237684249878,5.888362011319259e-06,1.169577535620192e-05
fc2.bias,139,critic,-0.017043326050043106,0.04723008722066879,2.143161509593483e-05,0.0011139283888041973
fc2.bias,139,actor,0.006298742722719908,0.052295345813035965,6.540835073565177e-08,2.1315754565875977e-06
fc2.weight,139,critic,-0.015004846267402172,0.05644073337316513,3.7631380109814927e-06,0.0002765843237284571
bn1.weight,139,critic,0.46390190720558167,0.2782326340675354,0.0001420446060365066,0.0005321224452927709
bn1.weight,139,actor,0.541313111782074,0.29407328367233276,-3.919371920346748e-07,5.349586444935994e-06
fc1.weight,139,critic,0.0036019065883010626,0.06442184001207352,-5.098386736790417e-06,0.0007203191635198891
fc3.bias,139,actor,-0.031817108392715454,0.02412489615380764,2.443512130412273e-05,7.689292942814063e-06
fc3.bias,139,critic,0.03927689418196678,0.0,-0.9985682964324951,0.0
fc1.bias,139,actor,-0.0006117909797467291,0.11791782826185226,-2.978678772819904e-14,2.9381973742047263e-13
fc1.weight,139,actor,-0.007922536693513393,0.09902767837047577,-5.996818117637304e-07,1.2426431567291729e-05
